Time (s),A-output,B-output
8.482643,-0.044862,0.004099
8.487643,-0.038058,0.070158
8.492643,-0.017995,0.054044
8.497643,-0.039404,-0.001616
8.502643,-0.080658,-0.056373
8.507643,-0.103869,-0.073775
8.512643,-0.118435,-0.003016
8.517643,-0.133621,0.045984
8.522643,-0.161166,0.042289
8.527643,-0.149021,-0.007314
8.532643,-0.13629,0.004292
8.537643,-0.128696,0.040625
8.542643,-0.128074,0.052464
8.547643,-0.128288,0.039045
8.552643,-0.119738,-0.002644
8.557643,-0.123095,-0.018031
8.562643,-0.120802,-0.025093
8.567643,-0.136397,-0.005244
8.572643,-0.143295,0.009124
8.577643,-0.155913,0.027301
8.582643,-0.17421,0.03607
8.587643,-0.163377,0.0338
8.592643,-0.156542,0.048
8.597643,-0.146685,0.06496
8.602643,-0.141815,0.082114
8.607643,-0.133049,0.083934
8.612643,-0.12474,0.078786
8.617643,-0.121442,0.067395
8.622643,-0.110832,0.055249
8.627643,-0.109759,0.054979
8.632643,-0.089674,0.058591
8.637643,-0.069083,0.094568
8.642643,-0.068943,0.188635
8.647643,-0.04752,0.159651
8.652643,-0.041733,0.087021
8.657643,-0.098397,0.089684
8.662643,-0.136786,0.092256
8.667643,-0.113676,0.100136
8.672643,-0.089798,0.081809
8.677643,-0.08827,0.08582
8.682643,-0.041339,0.095391
8.687643,0.025877,0.135115
8.692643,0.082493,0.117294
8.697643,0.091252,0.052766
8.702643,0.072017,0.009893
8.707643,0.089914,-0.030601
8.712643,0.085336,-0.022912
8.717643,0.050547,-0.058182
8.722643,-0.004148,-0.073725
8.727643,0.010572,-0.040877
8.732643,0.046976,0.002453
8.737643,0.050619,0.015782
8.742643,0.090057,-0.019584
8.747643,0.13769,-0.016976
8.752643,0.191219,-0.032784
8.757643,0.193708,0.023467
8.762643,0.188139,0.022246
8.767643,0.19492,-0.003991
8.772643,0.172561,0.009361
8.777643,0.15569,-0.005464
8.782643,0.127269,0.030323
8.787643,0.122219,0.005054
8.792643,0.115107,0.00216
8.797643,0.114247,-0.01488
8.802643,0.113238,-0.032277
8.807643,0.130482,-0.029471
8.812643,0.173293,-0.056267
8.817643,0.18546,-0.065245
8.822643,0.188155,-0.087653
8.827643,0.187906,-0.099525
8.832643,0.184592,-0.100204
8.837643,0.159659,-0.10033
8.842643,0.118388,-0.100336
8.847643,0.086257,-0.091126
8.852643,0.073727,-0.057025
8.857643,0.064565,-0.018851
8.862643,0.035438,-0.063035
8.867643,0.015025,-0.149207
8.872643,0.033138,-0.252965
8.877643,0.036832,-0.255152
8.882643,0.054881,-0.200068
8.887643,0.102341,-0.207535
8.892643,0.117994,-0.190937
8.897643,0.101815,-0.192365
8.902643,0.070901,-0.163135
8.907643,0.056549,-0.134825
8.912643,-0.001897,-0.131371
8.917643,-0.045772,-0.134931
8.922643,-0.058259,-0.100442
8.927643,-0.053514,-0.059686
8.932643,-0.041696,-0.060985
8.937643,-0.060144,-0.059226
8.942643,-0.049519,-0.036208
8.947643,-0.037875,0.041272
8.952643,-0.018672,0.061526
8.957643,-0.03554,0.01822
8.962643,-0.065813,-0.027301
8.967643,-0.07813,-0.019884
8.972643,-0.102041,0.054417
8.977643,-0.129818,0.09286
8.982643,-0.158941,0.078776
8.987643,-0.146992,0.001086
8.992643,-0.136209,0.011278
8.997643,-0.139623,0.084569
9.002643,-0.135023,0.11528
9.007643,-0.125362,0.093878
9.012643,-0.104557,0.050037
9.017643,-0.105575,0.060028
9.022643,-0.112876,0.064182
9.027643,-0.129776,0.054666
9.032643,-0.130415,0.013864
9.037643,-0.133917,-0.007472
9.042643,-0.161153,0.01579
9.047643,-0.163782,0.042744
9.052643,-0.157987,0.071058
9.057643,-0.143226,0.088134
9.062643,-0.13963,0.102876
9.067643,-0.134271,0.104442
9.072643,-0.125332,0.098878
9.077643,-0.119805,0.089643
9.082643,-0.1046,0.06734
9.087643,-0.102519,0.058134
9.092643,-0.086444,0.052789
9.097643,-0.06595,0.043435
9.102643,-0.058524,0.096294
9.107643,-0.035727,0.070959
9.112643,-0.028877,-0.000634
9.117643,-0.088845,0.009618
9.122643,-0.138638,0.028616
9.127643,-0.116161,0.016933
9.132643,-0.091823,-0.028247
9.137643,-0.088861,-0.01637
9.142643,-0.045342,0.010201
9.147643,0.006337,0.039432
9.152643,0.047788,0.056319
9.157643,0.067243,0.057366
9.162643,0.068172,0.089812
9.167643,0.08991,0.107443
9.172643,0.076068,0.108811
9.177643,0.04352,0.068078
9.182643,0.00918,0.05414
9.187643,0.028041,0.080795
9.192643,0.052414,0.091241
9.197643,0.05075,0.076278
9.202643,0.091272,-0.000247
9.207643,0.142877,-0.043081
9.212643,0.197989,-0.059446
9.217643,0.197628,-0.031419
9.222643,0.173493,-0.059074
9.227643,0.188544,-0.115442
9.232643,0.182231,-0.101634
9.237643,0.170858,-0.087237
9.242643,0.135322,-0.054734
9.247643,0.114644,-0.065132
9.252643,0.122679,-0.06841
9.257643,0.128926,-0.072722
9.262643,0.119005,-0.075095
9.267643,0.12416,-0.077397
9.272643,0.169412,-0.104727
9.277643,0.189659,-0.086105
9.282643,0.197923,-0.067504
9.287643,0.186477,-0.066729
9.292643,0.167963,-0.070422
9.297643,0.145548,-0.080977
9.302643,0.108956,-0.076327
9.307643,0.081056,-0.05391
9.312643,0.069563,-0.011875
9.317643,0.059676,0.009402
9.322643,0.038125,-0.006723
9.327643,0.024682,-0.042208
9.332643,0.039979,-0.116186
9.337643,0.033124,-0.117301
9.342643,0.034219,-0.069866
9.347643,0.087733,-0.081572
9.352643,0.114462,-0.079244
9.357643,0.09886,-0.056855
9.362643,0.056661,-0.0107
9.367643,0.042902,0.011245
9.372643,0.007578,-0.001104
9.377643,-0.038909,-0.049337
9.382643,-0.058328,-0.075893
9.387643,-0.070028,-0.038407
9.392643,-0.06095,0.012335
9.397643,-0.066591,0.032296
9.402643,-0.050269,-0.008084
9.407643,-0.035533,-0.036486
9.412643,-0.026424,-0.037843
9.417643,-0.042331,-0.010287
9.422643,-0.064219,0.001496
9.427643,-0.06933,-0.040363
9.432643,-0.084953,-0.088423
9.437643,-0.114168,-0.100067
9.442643,-0.143927,-0.048365
9.447643,-0.136347,-0.030764
9.452643,-0.123275,-0.024594
9.457643,-0.127153,-0.015264
9.462643,-0.13309,0.004887
9.467643,-0.130972,0.048792
9.472643,-0.110636,0.077748
9.477643,-0.104879,0.084709
9.482643,-0.119059,0.065371
9.487643,-0.134246,0.068234
9.492643,-0.128044,0.051054
9.497643,-0.120617,0.038734
9.502643,-0.140889,0.049849
9.507643,-0.155581,0.059217
9.512643,-0.155367,0.079757
9.517643,-0.14128,0.098375
9.522643,-0.13273,0.099728
9.527643,-0.132503,0.090334
9.532643,-0.125007,0.076616
9.537643,-0.119754,0.067258
9.542643,-0.113027,0.037703
9.547643,-0.114535,0.010926
9.552643,-0.099617,0.013543
9.557643,-0.072738,0.022302
9.562643,-0.059626,0.081909
9.567643,-0.04234,0.118355
9.572643,-0.030305,0.084044
9.577643,-0.083626,0.060482
9.582643,-0.135441,0.048774
9.587643,-0.127106,0.048935
9.592643,-0.095096,0.075613
9.597643,-0.087388,0.110065
9.602643,-0.067225,0.10275
9.607643,-0.013804,0.094995
9.612643,0.046021,0.080274
9.617643,0.086018,0.051469
9.622643,0.09069,0.067465
9.627643,0.101199,0.050555
9.632643,0.087935,0.055979
9.637643,0.064714,0.040286
9.642643,0.032554,-0.004654
9.647643,0.02196,-0.037833
9.652643,0.048817,-0.110628
9.657643,0.053565,-0.118916
9.662643,0.081672,-0.097475
9.667643,0.1265,-0.050136
9.672643,0.182664,-0.026622
9.677643,0.212799,0.008548
9.682643,0.200729,0.043375
9.687643,0.217864,0.053018
9.692643,0.198966,0.087842
9.697643,0.175433,0.042718
9.702643,0.137255,-0.005247
9.707643,0.110582,-0.008756
9.712643,0.106891,0.007902
9.717643,0.103331,0.021099
9.722643,0.106484,0.002507
9.727643,0.120294,-0.012074
9.732643,0.163794,-0.02906
9.737643,0.191577,-0.039507
9.742643,0.200839,-0.065837
9.747643,0.195355,-0.096896
9.752643,0.186555,-0.091328
9.757643,0.170888,-0.078843
9.762643,0.132859,-0.065782
9.767643,0.094801,-0.057125
9.772643,0.072708,-0.035129
9.777643,0.053887,-0.014997
9.782643,0.036725,-0.01545
9.787643,0.029809,0.044974
9.792643,0.031215,0.072744
9.797643,0.011306,0.04559
9.802643,0.015852,0.076416
9.807643,0.080989,0.093267
9.812643,0.102576,0.082476
9.817643,0.081751,0.037747
9.822643,0.04722,-0.011941
9.827643,0.037857,-0.042066
9.832643,0.010977,-0.05228
9.837643,-0.047081,-0.061166
9.842643,-0.063537,-0.105549
9.847643,-0.064122,-0.072224
9.852643,-0.053102,-0.025937
9.857643,-0.064728,-0.018989
9.862643,-0.056945,-0.09124
9.867643,-0.025858,-0.150019
9.872643,-0.012549,-0.140522
9.877643,-0.035843,-0.066051
9.882643,-0.073664,0.07383
9.887643,-0.079025,0.106925
9.892643,-0.072146,0.080406
9.897643,-0.086844,0.071512
9.902643,-0.132719,0.119199
9.907643,-0.144217,0.123647
9.912643,-0.126651,0.076548
9.917643,-0.122404,0.050429
9.922643,-0.126561,0.064386
9.927643,-0.13539,0.121909
9.932643,-0.118715,0.132003
9.937643,-0.105114,0.09899
9.942643,-0.110922,0.059628
9.947643,-0.129388,0.064067
9.952643,-0.139659,0.113165
9.957643,-0.131602,0.129331
9.962643,-0.139271,0.116912
9.967643,-0.148562,0.100153
9.972643,-0.157719,0.113074
9.977643,-0.152867,0.113056
9.982643,-0.136534,0.090022
9.987643,-0.125678,0.081148
9.992643,-0.114685,0.07408
9.993839,-0.111314,0.080609
9.998839,-0.10593,0.042918
10.003839,-0.103365,0.009746
10.008839,-0.091324,0.034872
10.013839,-0.077552,-0.021026
10.018839,-0.066773,-0.036426
10.023839,-0.057514,0.07089
10.028839,-0.045728,0.085344
10.033839,-0.082909,0.053143
10.038839,-0.139302,0.019295
10.043839,-0.144879,0.008012
10.048839,-0.117971,0.019309
10.053839,-0.104836,0.020416
10.058839,-0.078473,0.007409
10.063839,-0.009308,0.010303
10.068839,0.056364,0.054961
10.073839,0.088551,0.031325
10.078839,0.080735,0.04474
10.083839,0.091985,0.071142
10.088839,0.096179,0.097614
10.093839,0.065936,0.118312
10.098839,0.01854,0.102522
10.103839,0.006827,0.073164
10.108839,0.053683,0.011762
10.113839,0.065363,0.028158
10.118839,0.074918,0.01886
10.123839,0.114576,0.003292
10.128839,0.166912,-0.02426
10.133839,0.20322,-0.050267
10.138839,0.181082,-0.043039
10.143839,0.18559,-0.087825
10.148839,0.174602,-0.104052
10.153839,0.160994,-0.138609
10.158839,0.136431,-0.144046
10.163839,0.105143,-0.103418
10.168839,0.107186,-0.075836
10.173839,0.112191,-0.079367
10.178839,0.129363,-0.110209
10.183839,0.141026,-0.090498
10.188839,0.168156,-0.079307
10.193839,0.184639,-0.089265
10.198839,0.188111,-0.103769
10.203839,0.181848,-0.117472
10.208839,0.169238,-0.095203
10.213839,0.151021,-0.08614
10.218839,0.116316,-0.094
10.223839,0.087839,-0.088469
10.228839,0.076062,-0.061756
10.233839,0.065113,-0.05111
10.238839,0.053361,-0.050841
10.243839,0.032367,-0.027288
10.248839,0.017531,-0.043455
10.253839,0.011653,-0.071618
10.258839,0.017724,-0.017689
10.263839,0.075128,0.004798
10.268839,0.096212,0.00325
10.273839,0.079413,-0.002798
10.278839,0.049411,0.011014
10.283839,0.035564,0.001546
10.288839,0.016171,-0.012221
10.293839,-0.037812,0.036479
10.298839,-0.062485,0.013647
10.303839,-0.073624,0.02356
10.308839,-0.065903,0.030235
10.313839,-0.073555,0.04827
10.318839,-0.077088,0.061233
10.323839,-0.043938,0.034087
10.328839,-0.023415,-0.0181
10.333839,-0.039106,-0.080606
10.338839,-0.067208,-0.029877
10.343839,-0.076491,0.055592
10.348839,-0.067379,0.100866
10.353839,-0.070973,0.044988
10.358839,-0.108307,-0.026878
10.363839,-0.132315,-0.023914
10.368839,-0.11659,0.041273
10.373839,-0.110121,0.105876
10.378839,-0.120628,0.064013
10.383839,-0.139257,0.01303
10.388839,-0.131101,0.00122
10.393839,-0.110044,0.009555
10.398839,-0.112217,0.022662
10.403839,-0.127183,0.03906
10.408839,-0.141521,0.065979
10.413839,-0.13296,0.090356
10.418839,-0.139729,0.119368
10.423839,-0.149673,0.108399
10.428839,-0.152052,0.073529
10.433839,-0.152347,0.05622
10.438839,-0.140863,0.059721
10.443839,-0.139941,0.078566
10.448839,-0.135151,0.094923
10.453839,-0.1256,0.088405
10.458839,-0.111738,0.032141
10.463839,-0.100476,0.01229
10.468839,-0.098724,0.030497
10.473839,-0.086396,0.047386
10.478839,-0.059435,0.141234
10.483839,-0.051723,0.262551
10.488839,-0.041246,0.268226
10.493839,-0.073831,0.236014
10.498839,-0.133462,0.213249
10.503839,-0.154175,0.187699
10.508839,-0.127786,0.187874
10.513839,-0.106035,0.184125
10.518839,-0.094616,0.186788
10.523839,-0.033819,0.151955
10.528839,0.028605,0.11773
10.533839,0.079603,0.105062
10.538839,0.083278,0.137517
10.543839,0.082631,0.10357
10.548839,0.089129,-0.000082
10.553839,0.069272,-0.059471
10.558839,0.037228,-0.053363
10.563839,0.009379,0.022171
10.568839,0.035308,0.027226
10.573839,0.045829,-0.014713
10.578839,0.05353,-0.047323
10.583839,0.093978,-0.037481
10.588839,0.140646,0.006658
10.593839,0.184483,0.00805
10.598839,0.176835,-0.011178
10.603839,0.195129,-0.059888
10.608839,0.201185,-0.016313
10.613839,0.185086,0.030181
10.618839,0.158899,0.00083
10.623839,0.118731,-0.032382
10.628839,0.11489,-0.05858
10.633839,0.120447,-0.023749
10.638839,0.126551,-0.013763
10.643839,0.129477,-0.004738
10.648839,0.155484,-0.004983
10.653839,0.189236,0.000574
10.658839,0.208583,0.012972
10.663839,0.212495,-0.032444
10.668839,0.197086,-0.092833
10.673839,0.179812,-0.135748
10.678839,0.151324,-0.13985
10.683839,0.114295,-0.108937
10.688839,0.085118,-0.074104
10.693839,0.059036,-0.051408
10.698839,0.044997,-0.028665
10.703839,0.024606,-0.040079
10.708839,0.005122,-0.16684
10.713839,0.017766,-0.297586
10.718839,0.034891,-0.289941
10.723839,0.082119,-0.248637
10.728839,0.119235,-0.183504
10.733839,0.115198,-0.125079
10.738839,0.084209,-0.116838
10.743839,0.059425,-0.141013
10.748839,0.046826,-0.124588
10.753839,-0.016629,-0.032098
10.758839,-0.067469,-0.000947
10.763839,-0.099483,-0.003673
10.768839,-0.087464,-0.034171
10.773839,-0.059135,-0.058035
10.778839,-0.05407,-0.056136
10.783839,-0.035368,-0.058595
10.788839,-0.0199,-0.071445
10.793839,-0.01073,-0.090939
10.798839,-0.046453,-0.032656
10.803839,-0.079634,0.046895
10.808839,-0.088258,0.091047
10.813839,-0.097015,0.076457
10.818839,-0.117466,0.042549
10.823839,-0.138534,0.041993
10.828839,-0.123278,0.086125
10.833839,-0.111733,0.128267
10.838839,-0.105202,0.057737
10.843839,-0.110257,0.002524
10.848839,-0.109778,0.004762
10.853839,-0.101622,0.02719
10.858839,-0.108042,0.0473
10.863839,-0.124445,0.021626
10.868839,-0.144537,0.026558
10.873839,-0.150745,0.057477
10.878839,-0.160695,0.083185
10.883839,-0.166431,0.063505
10.888839,-0.162544,0.027986
10.893839,-0.16233,0.02142
10.898839,-0.152837,0.032182
10.903839,-0.143026,0.047746
10.908839,-0.131719,0.041681
10.913839,-0.11742,0.045431
10.918839,-0.105976,0.040696
10.923839,-0.096375,0.042517
10.928839,-0.096051,0.039173
10.933839,-0.079459,0.022834
10.938839,-0.053075,0.116643
10.943839,-0.059267,0.268943
10.948839,-0.05524,0.270736
10.953839,-0.072916,0.213511
10.958839,-0.123237,0.1633
10.963839,-0.140391,0.100557
10.968839,-0.09589,0.079037
10.973839,-0.059831,0.076584
10.978839,-0.059885,0.061959
10.983839,-0.014344,0.025633
10.988839,0.048581,0.043139
10.993839,0.098618,0.086145
10.998839,0.086684,0.112962
11.003839,0.068818,0.098594
11.008839,0.093553,0.05418
11.013839,0.093142,0.067783
11.018839,0.0553,0.098689
11.023839,0.00821,0.103693
11.028839,0.027331,0.049376
11.033839,0.050691,0.004503
11.038839,0.059255,-0.005958
11.043839,0.093536,0.000005
11.048839,0.133055,0.015071
11.053839,0.178905,-0.031976
11.058839,0.180724,-0.064652
11.063839,0.189217,-0.096551
11.068839,0.188772,-0.07444
11.073839,0.159772,-0.073753
11.078839,0.137681,-0.129684
11.083839,0.108583,-0.136665
11.088839,0.106842,-0.129573
11.093839,0.10824,-0.096911
11.098839,0.109697,-0.105282
11.103839,0.122126,-0.114725
11.108839,0.156269,-0.094482
11.113839,0.193192,-0.075789
11.118839,0.193657,-0.06192
11.123839,0.182968,-0.079776
11.128839,0.175444,-0.093041
11.133839,0.167368,-0.091841
11.138839,0.134309,-0.083565
11.143839,0.094813,-0.076186
11.148839,0.074962,-0.081178
11.153839,0.061984,-0.070136
11.158839,0.055937,-0.036309
11.163839,0.036057,0.013285
11.168839,0.027337,-0.054793
11.173839,0.054387,-0.237208
11.178839,0.058386,-0.287866
11.183839,0.084317,-0.273357
11.188839,0.121506,-0.23573
11.193839,0.123394,-0.17145
11.198839,0.094806,-0.128939
11.203839,0.064653,-0.092922
11.208839,0.050223,-0.098993
11.213839,-0.007778,-0.07489
11.218839,-0.056914,-0.04491
11.223839,-0.074641,0.004682
11.228839,-0.060506,0.023847
11.233839,-0.036496,-0.022838
11.238839,-0.052074,-0.067426
11.243839,-0.051393,-0.058764
11.248839,-0.041017,0.026844
11.253839,-0.030695,0.026007
11.258839,-0.050171,-0.065613
11.263839,-0.088629,-0.147412
11.268839,-0.099499,-0.141361
11.273839,-0.105074,-0.04853
11.278839,-0.128185,0.019888
11.283839,-0.157303,0.028107
11.288839,-0.141992,-0.011385
11.293839,-0.125402,-0.001673
11.298839,-0.127741,0.010961
11.303839,-0.141434,0.005587
11.308839,-0.140823,-0.012946
11.313839,-0.131023,-0.035606
11.318839,-0.131797,-0.003063
11.323839,-0.135078,0.020273
11.328839,-0.146163,0.033623
11.333839,-0.138693,0.031509
11.338839,-0.14314,0.044587
11.343839,-0.160019,0.071168
11.348839,-0.163873,0.067348
11.353839,-0.164984,0.049293
11.358839,-0.160665,0.042599
11.363839,-0.157767,0.047411
11.368839,-0.151733,0.050807
11.373839,-0.143384,0.05476
11.378839,-0.128331,0.04302
11.383839,-0.107307,0.037043
11.388839,-0.097585,0.042524
11.393839,-0.078315,0.028511
11.398839,-0.053836,0.04997
11.403839,-0.047903,0.157369
11.408839,-0.028962,0.159994
11.413839,-0.030696,0.093636
11.418839,-0.090764,0.095206
11.423839,-0.135144,0.0997
11.428839,-0.124007,0.102996
11.433839,-0.094203,0.100499
11.438839,-0.090615,0.143166
11.443839,-0.051909,0.183343
11.448839,0.008684,0.202743
11.453839,0.065545,0.158906
11.458839,0.089143,0.080402
11.463839,0.08713,0.052717
11.468839,0.103948,0.02683
11.473839,0.086437,0.003622
11.478839,0.042538,-0.073722
11.483839,0.00233,-0.116948
11.488839,0.019007,-0.079374
11.493839,0.039921,-0.009005
11.498839,0.039708,0.013112
11.503839,0.078785,-0.035231
11.508839,0.130162,-0.028238
11.513839,0.191415,-0.017384
11.518839,0.194228,0.033418
11.523839,0.188505,0.027687
11.528839,0.200091,0.014429
11.533839,0.182752,0.03836
11.538839,0.168222,0.018273
11.543839,0.136048,0.014015
11.548839,0.123975,-0.020586
11.553839,0.124159,-0.019753
11.558839,0.126416,-0.02585
11.563839,0.127846,-0.030238
11.568839,0.13978,-0.042501
11.573839,0.173512,-0.08908
11.578839,0.185923,-0.103216
11.583839,0.187594,-0.114458
11.588839,0.185254,-0.102107
11.593839,0.178366,-0.094396
11.598839,0.152992,-0.105745
11.603839,0.11236,-0.10158
11.608839,0.091064,-0.080946
11.613839,0.076878,-0.037358
11.618839,0.062048,-0.004986
11.623839,0.032188,-0.056452
11.628839,0.015276,-0.13011
11.633839,0.042237,-0.222179
11.638839,0.04682,-0.221675
11.643839,0.060096,-0.187297
11.648839,0.103577,-0.203926
11.653839,0.120926,-0.174341
11.658839,0.103859,-0.160302
11.663839,0.064797,-0.135851
11.668839,0.046561,-0.136695
11.673839,-0.003845,-0.153713
11.678839,-0.047838,-0.161423
11.683839,-0.069783,-0.130431
11.688839,-0.072453,-0.094214
11.693839,-0.053855,-0.092956
11.698839,-0.05893,-0.079648
11.703839,-0.039797,-0.037864
11.708839,-0.032218,0.046717
11.713839,-0.018742,0.072708
11.718839,-0.033525,0.034318
11.723839,-0.0592,-0.001867
11.728839,-0.072877,0.011201
11.733839,-0.108431,0.057756
11.738839,-0.134326,0.068755
11.743839,-0.156978,0.052975
11.748839,-0.14562,0.000002
11.753839,-0.141638,0.013107
11.758839,-0.144379,0.069133
11.763839,-0.138506,0.0941
11.768839,-0.124342,0.069626
11.773839,-0.102448,0.038602
11.778839,-0.098146,0.064419
11.783839,-0.108792,0.080741
11.788839,-0.124773,0.084221
11.793839,-0.127117,0.04427
11.798839,-0.140355,0.017267
11.803839,-0.171145,0.029867
11.808839,-0.176815,0.0351
11.813839,-0.161764,0.056112
11.818839,-0.146585,0.094127
11.823839,-0.139145,0.119705
11.828839,-0.128012,0.112635
11.833839,-0.112853,0.093906
11.838839,-0.103969,0.07377
11.843839,-0.096414,0.060726
11.848839,-0.101614,0.044056
11.853839,-0.093288,0.023871
11.858839,-0.06977,0.017697
11.863839,-0.063144,0.08213
11.868839,-0.043401,0.077484
11.873839,-0.036897,0.036851
11.878839,-0.098773,0.057222
11.883839,-0.145631,0.056598
11.888839,-0.110149,0.06278
11.893839,-0.08182,0.050394
11.898839,-0.083138,0.045142
11.903839,-0.041753,0.027585
11.908839,0.012258,0.03475
11.913839,0.062939,0.051405
11.918839,0.083202,0.036049
11.923839,0.075331,0.066144
11.928839,0.084882,0.054206
11.933839,0.0715,0.04397
11.938839,0.044209,0.040328
11.943839,0.021199,0.069971
11.948839,0.040244,0.103724
11.953839,0.065165,0.060813
11.958839,0.068806,0.02382
11.963839,0.10851,-0.038896
11.968839,0.159186,-0.053024
11.973839,0.206142,-0.054114
11.978839,0.197812,-0.040358
11.983839,0.184425,-0.06974
11.988839,0.207725,-0.093893
11.993839,0.189438,-0.057151
11.998839,0.169931,-0.089963
12.003839,0.131333,-0.124771
12.008839,0.115253,-0.154211
12.013839,0.123562,-0.153251
12.018839,0.120916,-0.133954
12.023839,0.118848,-0.121187
12.028839,0.127639,-0.114111
12.033839,0.171824,-0.10882
12.038839,0.198226,-0.069599
12.043839,0.202124,-0.05372
12.048839,0.184981,-0.064068
12.053839,0.170097,-0.073466
12.058839,0.14962,-0.078696
12.063839,0.115781,-0.06065
12.068839,0.087901,-0.047868
12.073839,0.067184,-0.01976
12.078839,0.053015,0.008423
12.083839,0.034328,0.000659
12.088839,0.021773,-0.021133
12.093839,0.033722,-0.095688
12.098839,0.021743,-0.115108
12.103839,0.027037,-0.075074
12.108839,0.084892,-0.074412
12.113839,0.112736,-0.078782
12.118839,0.099151,-0.075603
12.123839,0.063374,-0.038056
12.128839,0.054433,0.007741
12.133839,0.0184,0.020989
12.138839,-0.033989,-0.037364
12.143839,-0.058705,-0.073112
12.148839,-0.068217,-0.015195
12.153839,-0.057156,0.067966
12.158839,-0.066874,0.097644
12.163839,-0.054302,0.023997
12.168839,-0.043074,-0.053304
12.173839,-0.033155,-0.079183
12.178839,-0.045494,-0.056872
12.183839,-0.072739,-0.034475
12.188839,-0.075874,-0.084202
12.193839,-0.091467,-0.139445
12.198839,-0.119947,-0.148181
12.203839,-0.151995,-0.097006
12.208839,-0.142291,-0.066517
12.213839,-0.125578,-0.05644
12.218839,-0.127792,-0.028704
12.223839,-0.13255,0.022563
12.228839,-0.131518,0.070386
12.233839,-0.112611,0.063689
12.238839,-0.112316,0.063635
12.243839,-0.131744,0.060286
12.248839,-0.147951,0.076649
12.253839,-0.146372,0.085043
12.258839,-0.13664,0.06905
12.263839,-0.148567,0.066637
12.268839,-0.156602,0.080067
12.273839,-0.152738,0.105283
12.278839,-0.140451,0.111015
12.283839,-0.131585,0.088353
12.288839,-0.129927,0.061464
12.293839,-0.121531,0.051008
12.298839,-0.115378,0.051549
12.303839,-0.109802,0.034176
12.308839,-0.107624,0.000434
12.313839,-0.08525,0.011037
12.318839,-0.058076,0.017305
12.323839,-0.051697,0.061658
12.328839,-0.037451,0.094396
12.333839,-0.026397,0.050363
12.338839,-0.08026,0.054801
12.343839,-0.137355,0.080487
12.348839,-0.136758,0.094508
12.353839,-0.107834,0.090603
12.358839,-0.105866,0.062703
12.363839,-0.078728,0.027701
12.368839,-0.011864,0.026148
12.373839,0.052558,0.023366
12.378839,0.087339,-0.0142
12.383839,0.083715,-0.026005
12.388839,0.103006,-0.052064
12.393839,0.102545,-0.028953
12.398839,0.073255,-0.007659
12.403839,0.028669,-0.010031
12.408839,0.015919,-0.011963
12.413839,0.051893,-0.027158
12.418839,0.053909,0.01977
12.423839,0.068174,0.047664
12.428839,0.108406,0.055009
12.433839,0.172875,0.033819
12.438839,0.205782,0.046786
12.443839,0.197613,0.066669
12.448839,0.209105,0.068087
12.453839,0.186702,0.085618
12.458839,0.177676,0.051097
12.463839,0.148691,0.030028
12.468839,0.123473,0.018393
12.473839,0.115597,0.004944
12.478839,0.104663,-0.018519
12.483839,0.110363,-0.056089
12.488839,0.125249,-0.064713